Car_Name,Aspirational_Value,Age,km_driven,fuel,seller_type,transmission,owner,selling_price
Xylo,General,12,120000,Diesel,Individual,Manual,Third_Owner,325000
XUV500,Premium,10,102000,Diesel,Individual,Manual,Second_Owner,650000
Bolero,General,13,178000,Diesel,Individual,Manual,Second_Owner,300000
Innova,General,8,200000,Diesel,Individual,Manual,Second_Owner,1200000
Fiesta,General,10,60000,Petrol,Dealer,Manual,First_Owner,450000
Tiago,General,3,3000,Petrol,Individual,Manual,First_Owner,425000
Alto,General,16,75118,Petrol,Individual,Manual,Second_Owner,150000
Ritz,General,9,140000,Diesel,Individual,Manual,Second_Owner,290000
Xcent,General,8,60000,Petrol,Individual,Manual,Second_Owner,335000
Optra,General,16,79000,Petrol,Dealer,Manual,Fourth&Above Owner,120000
Ikon,General,17,25000,Petrol,Individual,Manual,Second_Owner,20000
Getz,General,17,70000,Petrol,Individual,Manual,First_Owner,250000
Santro,General,14,41723,Petrol,Individual,Manual,Second_Owner,120000
SX4,General,12,70000,Petrol,Individual,Manual,First_Owner,250000
Indigo,General,10,70000,Diesel,Individual,Manual,Second_Owner,220000
Ikon,General,17,4637,Petrol,Individual,Manual,Second_Owner,61000
Swift,General,6,70000,Diesel,Individual,Manual,First_Owner,620000
Swift,General,8,100000,Diesel,Individual,Manual,Second_Owner,425000
Indica,General,13,120000,Diesel,Individual,Manual,Second_Owner,85000
Swift,General,7,40000,Diesel,Individual,Manual,Second_Owner,270000
Swift,General,13,220000,Diesel,Individual,Manual,First_Owner,180000
KWID,General,4,20000,Petrol,Individual,Manual,First_Owner,300000
EcoSport,Premium,5,19000,Petrol,Individual,Manual,First_Owner,800000
Punto,General,13,95000,Diesel,Individual,Manual,Second_Owner,125000
KUV,General,5,30000,Petrol,Individual,Manual,First_Owner,450000
Safari,Premium,10,42655,Diesel,Individual,Manual,First_Owner,450000
KWID,General,5,43000,Petrol,Individual,Manual,Second_Owner,250000
Innova,General,10,70000,Diesel,Individual,Manual,First_Owner,725000
i20,General,12,55000,Petrol,Individual,Manual,First_Owner,250000
Punto,General,12,80000,Diesel,Individual,Manual,Second_Owner,99000
KWID,General,5,55000,Petrol,Individual,Manual,First_Owner,350000
Xcent,General,4,70000,Petrol,Individual,Manual,First_Owner,511000
Ritz,General,10,80000,Diesel,Individual,Manual,First_Owner,300000
Q5,Premium,12,110000,Petrol,Individual,Automatic,First_Owner,1100000
i10,General,12,60000,Petrol,Individual,Manual,Third_Owner,125000
Tiago,General,4,30000,Petrol,Individual,Manual,First_Owner,500000
Duster,Premium,9,80000,Diesel,Individual,Manual,Second_Owner,385000
Rapid,General,10,90000,Petrol,Individual,Manual,First_Owner,350000
Maruti 800,General,19,50000,Petrol,Individual,Manual,First_Owner,60000
Santro,General,10,50000,Petrol,Individual,Manual,First_Owner,300000
i20,General,10,70000,Diesel,Individual,Manual,First_Owner,400000
Ecosport,Premium,8,110000,Diesel,Individual,Manual,First_Owner,550000
Sunny,General,10,80000,Petrol,Individual,Manual,Second_Owner,300000
Swift,General,10,156000,Diesel,Individual,Manual,First_Owner,250000
Innova,General,10,180000,Diesel,Individual,Manual,First_Owner,800000
Eeco,General,4,25000,Petrol,Individual,Manual,First_Owner,300000
Alto,General,18,120000,Petrol,Individual,Manual,First_Owner,80000
Scorpio,Premium,2,11000,Diesel,Individual,Manual,First_Owner,1200000
KWID,General,5,40000,Petrol,Individual,Automatic,First_Owner,355000
Swift,General,7,50000,Diesel,Individual,Manual,First_Owner,520000
Verna,General,10,26000,Diesel,Individual,Manual,First_Owner,500000
Alto,General,14,30000,Petrol,Individual,Manual,First_Owner,114999
Fortuner,Premium,8,50000,Diesel,Individual,Manual,First_Owner,1800000
TUV,General,4,20000,Diesel,Individual,Manual,First_Owner,800000
Alto,General,14,30000,Petrol,Individual,Manual,Second_Owner,105000
Alto,General,11,78000,Petrol,Individual,Manual,First_Owner,135000
WagonR,General,11,40000,Petrol,Individual,Manual,Second_Owner,170000
Verna,General,8,100000,Petrol,Individual,Manual,First_Owner,550000
City,General,13,70000,Petrol,Individual,Manual,Third_Owner,250000
Elantra,General,8,30000,Diesel,Individual,Manual,Second_Owner,650000
City,General,14,77000,Petrol,Individual,Automatic,Third_Owner,210000
Vento,General,11,150000,Diesel,Individual,Manual,First_Owner,260000
Swift,General,6,69000,Diesel,Individual,Manual,First_Owner,750000
Innova,General,6,120000,Diesel,Individual,Automatic,First_Owner,1350000
Ritz,General,10,120000,Diesel,Individual,Manual,Second_Owner,220000
Getz,General,14,110000,Petrol,Individual,Manual,Second_Owner,110000
XUV500,Premium,5,70000,Diesel,Individual,Automatic,First_Owner,1230000
Quanto,General,9,110000,Diesel,Individual,Manual,First_Owner,220000
Indigo,General,13,50000,Diesel,Individual,Manual,First_Owner,130000
i20,General,10,44000,Petrol,Individual,Manual,First_Owner,330000
City,General,12,90000,Petrol,Individual,Manual,Second_Owner,254999
Verna,General,8,50000,Petrol,Individual,Manual,Second_Owner,600000
i10,General,10,50000,Petrol,Individual,Manual,First_Owner,210000
Enjoy,General,8,146000,Diesel,Individual,Manual,First_Owner,300000
Tiago,General,4,15000,Petrol,Individual,Automatic,First_Owner,426000
Alto,General,7,60000,Petrol,Individual,Manual,First_Owner,265000
Xcent,General,6,35000,Petrol,Individual,Manual,Second_Owner,450000
Verna,General,10,80000,Diesel,Individual,Manual,First_Owner,480000
Nano,General,12,90000,Petrol,Individual,Manual,First_Owner,40000
City,General,11,70000,Petrol,Individual,Manual,Second_Owner,395000
WagonR,General,9,62000,Petrol,Individual,Manual,Second_Owner,229999
Ecosport,Premium,4,10000,Petrol,Individual,Automatic,First_Owner,875000
Eeco,General,12,80000,CNG,Individual,Manual,Fourth&Above Owner,170000
i20,General,7,35000,Petrol,Individual,Manual,Second_Owner,500000
Duster,Premium,9,1000,Diesel,Dealer,Manual,Second_Owner,450000
C-Class,Premium,4,10000,Diesel,Dealer,Automatic,First_Owner,3800000
A4,Premium,9,86000,Diesel,Dealer,Automatic,First_Owner,1580000
X5,Premium,3,30000,Diesel,Dealer,Automatic,First_Owner,4950000
Creta,Premium,6,52600,Diesel,Individual,Manual,First_Owner,535000
SX4,General,10,110000,Petrol,Individual,Manual,Second_Owner,225000
Grand_i10,General,5,19890,Petrol,Dealer,Automatic,First_Owner,550000
Swift,General,6,7104,Petrol,Trustmark_Dealer,Manual,First_Owner,670000
Ertiga,General,7,11918,Petrol,Trustmark_Dealer,Manual,First_Owner,625000
Grand_i10,General,5,10510,Petrol,Dealer,Automatic,First_Owner,520000
Beat,General,6,41000,Petrol,Dealer,Manual,First_Owner,239000
Fortuner,Premium,5,47162,Diesel,Trustmark_Dealer,Automatic,First_Owner,2600000
S-Cross,General,7,45974,Diesel,Trustmark_Dealer,Manual,First_Owner,750000
i10,General,10,49824,Petrol,Dealer,Manual,First_Owner,229999
A6,Premium,9,58500,Diesel,Dealer,Automatic,First_Owner,1300000
Santro,General,17,56580,Petrol,Dealer,Manual,First_Owner,80000
Laura,General,10,52000,Diesel,Dealer,Manual,First_Owner,385000
Verna,General,7,55340,Petrol,Trustmark_Dealer,Manual,First_Owner,760000
Swift,General,5,46507,Diesel,Trustmark_Dealer,Manual,First_Owner,600000
Ignis,General,3,40000,Petrol,Individual,Manual,First_Owner,450000
Ignis,General,3,40000,Petrol,Individual,Manual,First_Owner,450000
Ertiga,General,10,120000,Diesel,Individual,Manual,Third_Owner,550000
Manza,General,9,60000,Petrol,Individual,Manual,First_Owner,200000
Indica,General,14,90000,Petrol,Individual,Manual,Second_Owner,80000
Safari,Premium,12,250000,Diesel,Individual,Manual,Second_Owner,300000
Aspire,General,3,15000,Diesel,Individual,Manual,First_Owner,675000
Eeco,General,5,30000,Petrol,Individual,Manual,First_Owner,260000
Grand_i10,General,3,15000,Petrol,Individual,Manual,First_Owner,500000
EON,General,10,55766,Petrol,Individual,Manual,Second_Owner,150000
Alto,General,16,80000,Petrol,Individual,Manual,First_Owner,100000
WagonR,General,21,117000,Petrol,Individual,Manual,Second_Owner,70000
Alto,General,18,70000,Petrol,Individual,Manual,First_Owner,100000
Innova,General,10,110000,Diesel,Individual,Manual,Second_Owner,730000
Terrano,General,6,100000,Diesel,Individual,Manual,Second_Owner,525000
Terrano,General,6,105000,Diesel,Individual,Manual,Second_Owner,525000
Innova,General,13,182000,Diesel,Individual,Manual,Third_Owner,550000
Corolla,Premium,10,95000,Diesel,Individual,Manual,Second_Owner,420000
Amaze,General,7,70000,Petrol,Individual,Manual,First_Owner,500000
WagonR,General,13,76000,Petrol,Individual,Manual,Second_Owner,165000
Verna,General,8,70000,Diesel,Individual,Manual,Second_Owner,650000
Beat,General,9,46000,Diesel,Individual,Manual,First_Owner,195000
Zen,General,23,70000,Petrol,Individual,Manual,First_Owner,75000
Accent,General,17,120000,Diesel,Individual,Manual,Second_Owner,100000
Innova,General,5,25000,Diesel,Individual,Manual,First_Owner,1770000
Esteem,General,16,90000,Petrol,Individual,Manual,First_Owner,90000
Xcent,General,6,50000,Diesel,Individual,Manual,First_Owner,515000
Jazz,General,5,24585,Diesel,Dealer,Manual,TestDriveCar,700000
Zen,General,21,70000,Petrol,Individual,Manual,First_Owner,62000
Etios,General,11,110000,Diesel,Individual,Manual,Third_Owner,220000
Santro,General,3,10000,CNG,Individual,Manual,First_Owner,520000
Linea,General,12,100000,Petrol,Individual,Manual,First_Owner,170000
Figo,General,11,110000,Diesel,Individual,Manual,Second_Owner,190000
Figo,General,11,100000,Diesel,Individual,Manual,Second_Owner,150000
Zen,General,13,65000,Petrol,Individual,Manual,First_Owner,125000
Amaze,General,7,40000,Diesel,Individual,Manual,Third_Owner,290000
Celerio,General,3,13900,Petrol,Individual,Manual,First_Owner,490000
Tigor,General,5,17563,Petrol,Individual,Manual,First_Owner,434999
Zest,General,6,15000,Petrol,Individual,Manual,First_Owner,380000
Polo,Premium,10,82000,Diesel,Individual,Manual,Second_Owner,200000
Figo,General,6,40000,Diesel,Individual,Manual,First_Owner,495000
Innova,General,8,173000,Diesel,Individual,Manual,Third_Owner,894999
XUV500,Premium,8,151000,Diesel,Individual,Manual,Second_Owner,600000
Brio,General,7,50000,Petrol,Individual,Manual,First_Owner,300000
Amaze,General,5,15000,Petrol,Individual,Manual,First_Owner,430000
Amaze,General,5,80000,Diesel,Individual,Manual,First_Owner,370000
Baleno,General,3,11000,Petrol,Individual,Manual,First_Owner,750000
Alto,General,6,50000,CNG,Individual,Manual,First_Owner,300000
X1,Premium,10,120000,Diesel,Individual,Automatic,Second_Owner,700000
WagonR,General,15,70000,LPG,Individual,Manual,Third_Owner,100000
Grand_i10,General,7,90000,Petrol,Individual,Manual,First_Owner,300000
Indica,General,10,185000,Diesel,Individual,Manual,Second_Owner,130000
i20,General,6,40000,Diesel,Individual,Manual,First_Owner,650000
Swift,General,5,25000,Diesel,Individual,Manual,First_Owner,509999
Innova,General,9,117780,Diesel,Individual,Manual,Second_Owner,1000000
Verna,General,12,120000,Diesel,Individual,Manual,Second_Owner,280000
Swift,General,5,120000,Diesel,Individual,Manual,First_Owner,600000
Rapid,General,9,120000,Diesel,Individual,Manual,Third_Owner,210000
Q3,Premium,8,110000,Diesel,Individual,Automatic,Second_Owner,1150000
EON,General,4,30000,Petrol,Individual,Manual,First_Owner,229999
EON,General,4,30000,Petrol,Individual,Manual,First_Owner,245000
Scorpio,Premium,7,60000,Diesel,Individual,Manual,First_Owner,600000
Grand_i10,General,6,25000,Petrol,Individual,Manual,First_Owner,375000
Scorpio,Premium,7,55000,Diesel,Individual,Manual,Second_Owner,150000
XUV500,Premium,4,20000,Diesel,Individual,Manual,First_Owner,1450000
Ertiga,General,8,100000,Diesel,Individual,Manual,Second_Owner,500000
Alto,General,15,40000,Petrol,Individual,Manual,Second_Owner,75000
Sonata,General,16,80000,Petrol,Individual,Automatic,Third_Owner,225000
Sonata,General,16,80000,Petrol,Individual,Automatic,Fourth&Above Owner,275000
Bolero,General,4,35000,Diesel,Individual,Manual,First_Owner,620000
X-Trail,General,12,110000,Diesel,Individual,Manual,Second_Owner,600000
Xylo,General,11,160000,Diesel,Individual,Manual,First_Owner,275000
Indigo,General,9,125000,Diesel,Individual,Manual,First_Owner,125000
Indigo,General,11,62000,Petrol,Individual,Manual,Second_Owner,80000
Micra,General,11,120000,Diesel,Individual,Manual,Second_Owner,199000
Micra,General,6,33000,Petrol,Individual,Manual,Second_Owner,440000
Swift,General,9,80000,Diesel,Individual,Manual,Fourth&Above Owner,250000
i20,General,5,35000,Diesel,Individual,Manual,First_Owner,700000
Grand_i10,General,7,50000,Diesel,Individual,Manual,First_Owner,450000
Alto,General,3,5000,Petrol,Individual,Manual,First_Owner,240000
Xcent,General,6,12000,Petrol,Individual,Manual,First_Owner,350000
EcoSport,Premium,6,81595,Diesel,Dealer,Manual,First_Owner,650000
Getz,General,17,22000,Petrol,Individual,Manual,First_Owner,71000
Swift,General,7,40000,Petrol,Individual,Manual,First_Owner,400000
Alto,General,14,40000,Petrol,Individual,Manual,Second_Owner,130000
Scorpio,Premium,9,70000,Diesel,Individual,Manual,Second_Owner,300000
Kicks,General,3,4000,Diesel,Individual,Manual,First_Owner,1100000
BMW_320D,Premium,7,24000,Diesel,Individual,Automatic,First_Owner,2200000
Amaze,General,4,13500,Petrol,Dealer,Manual,First_Owner,800000
Ritz,General,9,40000,Diesel,Individual,Manual,First_Owner,490000
Jazz,General,4,9700,Petrol,Dealer,Manual,First_Owner,836000
Polo,Premium,10,62000,Petrol,Individual,Manual,Second_Owner,375000
BR-V,General,6,24000,Diesel,Dealer,Manual,First_Owner,1249000
WR-V,Premium,3,13000,Diesel,Dealer,Manual,First_Owner,1240000
Nano,General,13,50000,Petrol,Individual,Manual,Third_Owner,35000
BR-V,General,5,36000,Petrol,Dealer,Manual,First_Owner,1068000
BR-V,General,5,40000,Diesel,Dealer,Manual,First_Owner,1189000
Elite,General,4,27000,Petrol,Individual,Manual,First_Owner,700000
Alto,General,6,40000,Petrol,Individual,Manual,First_Owner,350000
i10,General,13,80000,Petrol,Individual,Manual,Second_Owner,254999
Scorpio,Premium,17,221000,Diesel,Individual,Manual,Third_Owner,229999
i20,General,6,80000,Diesel,Individual,Manual,First_Owner,750000
Ritz,General,10,119000,Diesel,Individual,Manual,Second_Owner,325000
Innova,General,13,190000,Diesel,Individual,Manual,Second_Owner,760000
Celerio,General,5,25000,Petrol,Individual,Automatic,First_Owner,509999
Micra,General,9,28740,Petrol,Individual,Manual,First_Owner,363000
Alto,General,12,48500,Petrol,Individual,Manual,First_Owner,229999
Sunny,General,10,110000,Petrol,Individual,Manual,Second_Owner,290000
Swift,General,4,30000,Petrol,Individual,Manual,First_Owner,550000
Indica,General,11,120000,Diesel,Individual,Manual,Second_Owner,125000
XC60,Premium,8,130000,Diesel,Individual,Automatic,First_Owner,2000000
Innova,General,14,140000,Diesel,Individual,Manual,Second_Owner,350000
Verna,General,11,90000,Diesel,Individual,Manual,First_Owner,390000
WagonR,General,12,50000,Petrol,Individual,Manual,First_Owner,260000
Omni,General,14,50000,Petrol,Individual,Manual,Second_Owner,150000
Esteem,General,16,60000,Petrol,Individual,Manual,Second_Owner,85000
Alto,General,7,15000,Petrol,Individual,Manual,Second_Owner,280000
Celerio,General,7,45000,Petrol,Individual,Manual,First_Owner,220000
Santro,General,17,80000,Petrol,Individual,Manual,Third_Owner,140000
WagonR,General,4,15000,Petrol,Individual,Automatic,First_Owner,370000
Swift,General,3,20000,Diesel,Individual,Manual,First_Owner,650000
Alto,General,5,37000,Petrol,Individual,Manual,First_Owner,280000
Swift,General,6,80000,Diesel,Individual,Manual,First_Owner,540000
Classic,General,20,120000,Diesel,Individual,Manual,Fourth&Above Owner,50000
Ciaz,General,4,20000,Petrol,Individual,Manual,First_Owner,800000
Figo,General,6,25000,Diesel,Individual,Manual,First_Owner,515000
i20,General,12,96000,Petrol,Individual,Manual,Third_Owner,220000
i20,General,8,54000,Petrol,Dealer,Manual,Second_Owner,525000
Spark,General,9,53000,Petrol,Dealer,Manual,First_Owner,165000
Linea,General,12,65000,Diesel,Dealer,Manual,First_Owner,221000
Beat,General,7,43000,Petrol,Dealer,Manual,First_Owner,245000
Figo,General,10,42000,Petrol,Dealer,Manual,First_Owner,260000
Superb,General,11,73000,Diesel,Dealer,Automatic,First_Owner,550000
Grand_i10,General,7,29000,Petrol,Dealer,Manual,First_Owner,434999
Safari,Premium,9,95000,Diesel,Dealer,Manual,First_Owner,450000
Sail,General,8,25000,Petrol,Individual,Manual,First_Owner,290000
Vento,General,11,53000,Petrol,Dealer,Manual,Second_Owner,305000
Classic,General,11,20000,Petrol,Dealer,Manual,First_Owner,265000
Brio,General,8,57000,Petrol,Dealer,Manual,First_Owner,325000
Cruze,General,8,52000,Diesel,Dealer,Manual,First_Owner,550000
Zen,General,14,40000,Petrol,Individual,Manual,First_Owner,105000
Brio,General,10,47000,Petrol,Dealer,Manual,First_Owner,275000
City,General,10,47000,Petrol,Dealer,Manual,Second_Owner,434999
Verna,General,6,73000,Diesel,Dealer,Manual,First_Owner,690000
Brio,General,10,42000,Petrol,Dealer,Manual,Second_Owner,249000
EON,General,10,60000,Petrol,Dealer,Manual,Third_Owner,204999
Beat,General,10,50000,Diesel,Individual,Manual,First_Owner,200000
WagonR,General,7,120000,Petrol,Individual,Manual,First_Owner,190000
Alto,General,10,50000,Petrol,Individual,Manual,First_Owner,150000
Zen,General,23,70000,Petrol,Individual,Manual,Fourth&Above Owner,70000
Bolero,General,4,25000,Diesel,Individual,Manual,First_Owner,900000
Ertiga,General,3,11000,Petrol,Individual,Automatic,First_Owner,950000
Swift,General,9,80000,Petrol,Individual,Manual,First_Owner,475000
Maruti 800,General,24,80000,Petrol,Individual,Manual,Fourth&Above Owner,55000
Fiesta,General,9,75000,Diesel,Individual,Manual,Second_Owner,450000
BMW_525D,Premium,13,45000,Diesel,Individual,Automatic,Third_Owner,1200000
Bolero,General,15,100000,Diesel,Individual,Manual,Second_Owner,300000
City,General,8,60000,Diesel,Individual,Manual,Second_Owner,350000
Indica,General,11,160000,Diesel,Individual,Manual,Second_Owner,229999
Creta,Premium,7,50000,Petrol,Individual,Manual,First_Owner,821000
Alto,General,8,80000,Petrol,Individual,Manual,Second_Owner,200000
Scorpio,Premium,5,60000,Diesel,Individual,Manual,Second_Owner,1000000
Alto,General,6,60000,Petrol,Individual,Manual,Second_Owner,220000
Figo,General,7,148620,Diesel,Dealer,Manual,First_Owner,459999
SX4,General,10,70000,Diesel,Individual,Manual,Second_Owner,310000
