job,marital,education,housing,loan
management,married,university.degree,yes,yes
services,married,basic.9y,yes,no
technician,divorced,high.school,no,yes
technician,single,professional.course,no,no
blue-collar,married,basic.6y,no,yes
technician,married,basic.6y,yes,no
blue-collar,married,basic.4y,no,no
technician,married,basic.6y,no,no
blue-collar,married,basic.4y,yes,no
services,divorced,high.school,yes,no
management,divorced,university.degree,no,no
blue-collar,married,basic.9y,yes,no
blue-collar,single,basic.9y,no,yes
blue-collar,married,basic.4y,yes,no
blue-collar,single,basic.9y,yes,no
unemployed,married,university.degree,yes,no
blue-collar,single,high.school,no,no
blue-collar,married,basic.4y,yes,no
technician,divorced,high.school,yes,no
admin.,married,high.school,yes,no
unemployed,married,basic.6y,yes,no
entrepreneur,married,university.degree,yes,yes
management,married,university.degree,no,no
entrepreneur,married,high.school,no,no
technician,single,basic.9y,no,no
blue-collar,married,basic.4y,no,no
technician,single,professional.course,no,yes
blue-collar,married,basic.9y,no,no
unemployed,married,basic.6y,no,no
blue-collar,married,high.school,no,no
management,married,basic.9y,yes,yes
admin.,married,high.school,yes,no
blue-collar,married,basic.4y,yes,no
technician,single,professional.course,yes,yes
admin.,married,university.degree,yes,no
blue-collar,married,basic.4y,no,no
blue-collar,married,high.school,yes,yes
services,single,high.school,no,no
entrepreneur,married,university.degree,yes,yes
services,divorced,high.school,yes,yes
blue-collar,married,basic.4y,yes,no
blue-collar,married,basic.9y,yes,no
retired,single,professional.course,yes,no
services,married,basic.9y,yes,no
entrepreneur,married,high.school,yes,no
admin.,married,high.school,yes,no
retired,single,professional.course,yes,no
admin.,married,university.degree,yes,yes
admin.,married,university.degree,yes,no
blue-collar,married,basic.4y,yes,no
blue-collar,married,basic.9y,yes,no
management,married,high.school,no,no
technician,married,university.degree,no,no
management,married,university.degree,yes,no
entrepreneur,married,basic.4y,yes,no
housemaid,divorced,high.school,yes,no
blue-collar,married,basic.4y,yes,no
technician,single,basic.9y,yes,no
blue-collar,married,basic.9y,yes,no
technician,divorced,high.school,yes,no
blue-collar,married,basic.4y,yes,no
management,married,high.school,yes,no
technician,divorced,university.degree,yes,no
technician,married,professional.course,no,yes
technician,divorced,high.school,yes,no
services,single,basic.9y,yes,no
admin.,married,university.degree,no,no
blue-collar,married,basic.4y,yes,no
admin.,single,university.degree,yes,yes
admin.,married,basic.9y,yes,no
unemployed,married,university.degree,yes,no
entrepreneur,single,high.school,yes,no
admin.,married,university.degree,yes,no
services,single,basic.9y,yes,no
technician,married,professional.course,yes,yes
unemployed,married,university.degree,yes,no
technician,divorced,university.degree,no,no
retired,single,high.school,yes,no
technician,divorced,high.school,no,yes
technician,divorced,high.school,no,no
self-employed,married,university.degree,no,no
technician,divorced,high.school,yes,no
blue-collar,married,basic.9y,yes,no
management,single,university.degree,no,no
unemployed,married,professional.course,no,no
blue-collar,married,basic.9y,yes,no
technician,single,university.degree,no,no
technician,married,professional.course,no,yes
self-employed,married,university.degree,no,no
housemaid,divorced,high.school,yes,no
unemployed,married,basic.4y,yes,no
admin.,married,basic.6y,yes,yes
blue-collar,married,basic.4y,no,no
technician,married,basic.6y,no,no
technician,married,professional.course,no,no
admin.,single,high.school,no,no
admin.,single,high.school,no,no
admin.,single,high.school,no,no
blue-collar,married,basic.4y,no,no
blue-collar,married,basic.9y,no,no
admin.,married,basic.9y,no,no
entrepreneur,single,university.degree,no,yes
retired,married,high.school,no,no
admin.,divorced,high.school,no,no
admin.,married,basic.9y,no,no
blue-collar,married,basic.4y,no,yes
technician,married,professional.course,yes,no
management,married,university.degree,yes,no
technician,married,professional.course,yes,no
technician,single,high.school,yes,no
blue-collar,married,basic.4y,no,yes
admin.,divorced,high.school,no,yes
entrepreneur,divorced,university.degree,yes,yes
technician,divorced,professional.course,yes,no
entrepreneur,divorced,university.degree,no,no
services,single,high.school,no,no
services,married,high.school,yes,yes
technician,married,university.degree,no,no
services,married,high.school,yes,no
technician,divorced,professional.course,no,yes
admin.,married,university.degree,no,no
admin.,single,high.school,yes,no
admin.,single,university.degree,yes,no
retired,single,professional.course,yes,no
admin.,married,university.degree,no,yes
admin.,married,university.degree,no,no
blue-collar,married,basic.9y,yes,no
entrepreneur,married,basic.6y,no,no
services,single,high.school,no,yes
admin.,single,high.school,no,yes
admin.,married,professional.course,no,no
management,married,university.degree,no,yes
blue-collar,married,basic.4y,no,yes
technician,single,high.school,no,no
management,married,university.degree,yes,no
blue-collar,divorced,high.school,no,no
technician,single,high.school,yes,no
admin.,married,university.degree,yes,no
blue-collar,single,basic.4y,yes,yes
self-employed,married,university.degree,yes,no
admin.,single,high.school,yes,no
admin.,single,high.school,yes,no
retired,married,professional.course,yes,no
admin.,single,high.school,yes,no
blue-collar,single,basic.9y,no,no
unemployed,married,high.school,yes,yes
blue-collar,single,basic.9y,no,no
admin.,single,high.school,yes,no
technician,married,university.degree,no,yes
blue-collar,single,basic.9y,yes,no
blue-collar,single,basic.9y,no,no
technician,married,university.degree,yes,no
blue-collar,married,basic.9y,no,no
blue-collar,married,professional.course,yes,no
admin.,married,university.degree,no,no
blue-collar,married,professional.course,no,no
technician,single,high.school,no,yes
services,single,high.school,yes,no
admin.,married,high.school,no,no
blue-collar,married,basic.4y,yes,no
admin.,single,university.degree,yes,no
admin.,single,university.degree,yes,no
admin.,single,university.degree,no,no
retired,married,high.school,yes,no
blue-collar,single,basic.4y,yes,no
admin.,married,university.degree,yes,no
admin.,divorced,university.degree,yes,no
retired,married,basic.9y,yes,no
admin.,single,high.school,yes,no
services,single,basic.9y,no,no
self-employed,married,basic.6y,yes,no
retired,married,high.school,no,no
technician,married,professional.course,no,no
technician,married,professional.course,no,no
admin.,married,university.degree,yes,no
admin.,married,high.school,yes,no
self-employed,married,basic.9y,no,no
blue-collar,married,basic.4y,no,no
services,single,university.degree,no,no
technician,divorced,professional.course,no,no
blue-collar,married,basic.9y,yes,no
admin.,married,university.degree,no,no
technician,married,university.degree,yes,no
technician,single,professional.course,yes,no
blue-collar,married,basic.6y,no,no
blue-collar,married,basic.9y,no,no
admin.,married,professional.course,no,no
management,married,university.degree,no,no
admin.,single,high.school,no,yes
admin.,married,high.school,no,no
technician,divorced,university.degree,yes,no
blue-collar,married,basic.9y,yes,no
admin.,married,high.school,yes,no
blue-collar,married,basic.4y,no,yes
admin.,married,university.degree,no,no
blue-collar,married,basic.4y,yes,no
retired,married,high.school,yes,no
retired,married,basic.6y,no,no
retired,married,basic.6y,no,no
blue-collar,married,basic.4y,yes,no
admin.,single,high.school,no,no
blue-collar,married,basic.4y,no,no
admin.,married,professional.course,no,no
admin.,divorced,high.school,yes,no
blue-collar,married,basic.9y,no,no
blue-collar,married,high.school,yes,yes
entrepreneur,married,university.degree,yes,no
unemployed,married,high.school,no,no
blue-collar,single,basic.9y,no,yes
technician,married,university.degree,no,no
retired,single,basic.4y,no,no
admin.,married,high.school,no,no
technician,married,university.degree,yes,no
admin.,married,basic.6y,yes,no
admin.,divorced,high.school,yes,no
retired,married,professional.course,yes,no
technician,divorced,university.degree,no,yes
blue-collar,married,basic.9y,no,no
self-employed,married,basic.9y,yes,no
technician,married,professional.course,no,no
retired,married,professional.course,yes,no
technician,married,professional.course,no,no
retired,divorced,basic.9y,yes,no
blue-collar,married,basic.9y,no,yes
housemaid,married,basic.4y,yes,no
blue-collar,single,basic.9y,yes,yes
admin.,married,university.degree,no,no
admin.,married,high.school,no,yes
services,married,high.school,yes,yes
technician,married,professional.course,yes,no
blue-collar,married,basic.9y,yes,no
admin.,married,basic.9y,yes,no
admin.,single,high.school,yes,yes
technician,married,professional.course,no,no
retired,married,professional.course,yes,no
management,married,basic.9y,yes,no
blue-collar,married,basic.9y,yes,no
admin.,married,high.school,yes,no
technician,married,university.degree,yes,yes
retired,married,professional.course,yes,yes
blue-collar,married,basic.9y,yes,yes
blue-collar,married,basic.4y,no,no
admin.,married,university.degree,no,no
retired,married,professional.course,no,yes
admin.,married,university.degree,yes,no
blue-collar,married,basic.4y,no,no
retired,divorced,university.degree,no,no
blue-collar,single,basic.9y,no,no
admin.,single,high.school,no,no
unemployed,married,high.school,yes,no
services,single,basic.9y,no,no
blue-collar,single,basic.9y,no,no
admin.,married,university.degree,no,no
retired,married,basic.4y,yes,no
retired,married,basic.4y,yes,yes
blue-collar,married,basic.4y,yes,no
admin.,married,university.degree,no,no
self-employed,divorced,professional.course,no,no
management,married,university.degree,yes,no
blue-collar,married,basic.9y,no,no
services,married,high.school,yes,no
management,married,university.degree,no,no
technician,married,professional.course,yes,yes
admin.,single,high.school,yes,no
unemployed,married,high.school,yes,yes
blue-collar,married,basic.4y,yes,no
technician,married,high.school,no,no
admin.,married,basic.9y,no,no
technician,married,university.degree,no,no
blue-collar,married,high.school,no,no
admin.,married,university.degree,yes,yes
services,married,high.school,no,no
entrepreneur,married,basic.6y,no,no
entrepreneur,divorced,university.degree,no,no
technician,divorced,university.degree,no,no
admin.,married,basic.6y,no,yes
admin.,married,university.degree,no,no
admin.,married,basic.9y,no,no
retired,married,professional.course,yes,no
services,married,high.school,yes,no
admin.,married,university.degree,no,no
services,married,high.school,no,no
technician,single,high.school,yes,no
services,married,high.school,yes,no
services,single,high.school,yes,no
services,married,high.school,yes,no
admin.,divorced,high.school,no,no
technician,married,professional.course,no,no
entrepreneur,married,basic.6y,yes,no
retired,married,professional.course,no,no
self-employed,married,university.degree,no,no
technician,married,professional.course,no,no
admin.,married,university.degree,no,no
admin.,single,high.school,no,no
technician,married,high.school,no,no
services,married,high.school,no,yes
retired,married,basic.9y,no,no
blue-collar,married,basic.4y,no,no
admin.,divorced,high.school,yes,no
admin.,married,university.degree,no,yes
unemployed,single,basic.9y,no,no
